Player,Age,Team,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards
Steve Smith Sr.,26.0,CAR,16.0,16.0,4.0,25.0,1.0,2.0,75.0,20.0,6.3,1.6,0.3,2.0,"PB,AP-1,AP CPoY-1"
Kordell Stewart,33.0,BAL,1.0,0.0,4.0,24.0,0.0,2.0,75.0,13.0,6.0,24.0,4.0,0.0,
Roddy White,24.0,ATL,16.0,8.0,4.0,12.0,0.0,1.0,25.0,16.0,3.0,0.8,0.3,1.0,
Quinn Gray,26.0,JAX,1.0,0.0,3.0,1.0,0.0,1.0,33.3,3.0,0.3,1.0,3.0,1.0,
Dan Kreider,28.0,PIT,16.0,8.0,3.0,21.0,0.0,1.0,66.7,12.0,7.0,1.3,0.2,0.0,
Jason McKie,25.0,CHI,8.0,2.0,3.0,22.0,0.0,1.0,66.7,13.0,7.3,2.8,0.4,0.0,
Santana Moss,26.0,WAS,16.0,16.0,3.0,-3.0,0.0,0.0,0.0,3.0,-1.0,-0.2,0.2,3.0,"PB,AP-2"
Tab Perry,23.0,CIN,16.0,0.0,3.0,9.0,1.0,1.0,66.7,7.0,3.0,0.6,0.2,1.0,
Rod Smart,28.0,CAR,12.0,0.0,3.0,6.0,0.0,1.0,33.3,6.0,2.0,0.5,0.3,1.0,
Hines Ward,29.0,PIT,15.0,15.0,3.0,10.0,0.0,1.0,66.7,7.0,3.3,0.7,0.2,1.0,
Troy Williamson,22.0,MIN,14.0,3.0,3.0,28.0,0.0,2.0,100.0,11.0,9.3,2.0,0.2,0.0,
Derrick Wimbush,25.0,JAX,14.0,1.0,3.0,12.0,1.0,1.0,66.7,7.0,4.0,0.9,0.2,1.0,
Damien Anderson,26.0,ARI,5.0,0.0,2.0,7.0,0.0,0.0,0.0,6.0,3.5,1.4,0.4,0.0,
Tony Banks,32.0,HOU,2.0,0.0,2.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,
Bernard Berrian,25.0,CHI,11.0,2.0,2.0,31.0,0.0,1.0,50.0,37.0,15.5,2.8,0.2,1.0,
Antonio Brown,27.0,WAS,7.0,0.0,2.0,7.0,0.0,0.0,0.0,4.0,3.5,1.0,0.3,2.0,
Nate Burleson,24.0,MIN,12.0,9.0,2.0,-6.0,0.0,0.0,0.0,-2.0,-3.0,-0.5,0.2,0.0,
Reche Caldwell,26.0,SDG,16.0,2.0,2.0,10.0,0.0,1.0,50.0,7.0,5.0,0.6,0.1,2.0,
Todd Collins,34.0,KAN,1.0,0.0,2.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,2.0,0.0,
Donald Driver,30.0,GNB,16.0,16.0,2.0,13.0,0.0,0.0,100.0,9.0,6.5,0.8,0.1,0.0,
Joey Galloway,34.0,TAM,16.0,16.0,2.0,4.0,0.0,0.0,50.0,4.0,2.0,0.3,0.1,0.0,AP CPoY-5
David Givens,25.0,NWE,13.0,10.0,2.0,13.0,0.0,0.0,50.0,9.0,6.5,1.0,0.2,0.0,
Terry Glenn,31.0,DAL,16.0,16.0,2.0,-4.0,1.0,1.0,50.0,6.0,-2.0,-0.3,0.1,0.0,
Tim Hasselbeck,27.0,NYG,2.0,0.0,2.0,-3.0,0.0,0.0,0.0,-1.0,-1.5,-1.5,1.0,0.0,
Shaun Hill,25.0,MIN,1.0,0.0,2.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,2.0,0.0,
Terry Jackson,29.0,SFO,16.0,0.0,2.0,11.0,0.0,0.0,0.0,11.0,5.5,0.7,0.1,0.0,
Jon Kitna,33.0,CIN,3.0,0.0,2.0,14.0,0.0,2.0,100.0,11.0,7.0,4.7,0.7,0.0,
Greg Lewis,25.0,PHI,16.0,16.0,2.0,13.0,0.0,0.0,0.0,8.0,6.5,0.8,0.1,0.0,
Keenan McCardell,35.0,SDG,16.0,16.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,0.4,0.1,0.0,
Dennis Northcutt,28.0,CLE,16.0,7.0,2.0,33.0,0.0,1.0,50.0,31.0,16.5,2.1,0.1,0.0,
Roscoe Parrish,23.0,BUF,10.0,1.0,2.0,-2.0,0.0,0.0,0.0,4.0,-1.0,-0.2,0.2,2.0,
Lousaka Polite,24.0,DAL,14.0,3.0,2.0,8.0,0.0,1.0,100.0,6.0,4.0,0.6,0.1,0.0,
Courtney Roby,22.0,TEN,13.0,6.0,2.0,16.0,0.0,1.0,100.0,11.0,8.0,1.2,0.2,1.0,
Aaron Rodgers,22.0,GNB,3.0,0.0,2.0,7.0,0.0,1.0,50.0,8.0,3.5,2.3,0.7,2.0,
Tony Romo,25.0,DAL,16.0,0.0,2.0,-2.0,0.0,0.0,0.0,-1.0,-1.0,-0.1,0.1,0.0,
Donte' Stallworth,25.0,NOR,16.0,13.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.1,0.1,1.0,
Travis Taylor,27.0,MIN,16.0,13.0,2.0,3.0,0.0,0.0,50.0,5.0,1.5,0.2,0.1,1.0,
Marques Tuiasosopo,26.0,OAK,1.0,1.0,2.0,19.0,0.0,1.0,100.0,10.0,9.5,19.0,2.0,2.0,
Alvis Whitted,31.0,OAK,16.0,0.0,2.0,51.0,0.0,2.0,100.0,27.0,25.5,3.2,0.1,0.0,
Reggie Williams,22.0,JAX,16.0,7.0,2.0,3.0,0.0,1.0,50.0,10.0,1.5,0.2,0.1,2.0,
Drew Bennett,27.0,TEN,13.0,10.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.2,0.1,0.0,
Jeff Blake,35.0,CHI,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-0.5,0.5,0.0,
Corey Bradford,30.0,HOU,16.0,6.0,1.0,-2.0,0.0,0.0,0.0,-2.0,-2.0,-0.1,0.1,0.0,
Nehemiah Broughton,23.0,WAS,4.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.8,0.3,0.0,
Kris Brown,29.0,HOU,16.0,0.0,1.0,4.0,0.0,1.0,100.0,4.0,4.0,0.3,0.1,0.0,
Reggie Brown,24.0,PHI,16.0,11.0,1.0,5.0,0.0,0.0,100.0,5.0,5.0,0.3,0.1,1.0,AP ORoY-2
Antonio Bryant,24.0,CLE,16.0,15.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.2,0.1,1.0,
Michael Clayton,23.0,TAM,14.0,10.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.1,0.1,1.0,
Keary Colbert,23.0,CAR,16.0,16.0,1.0,6.0,0.0,0.0,0.0,6.0,6.0,0.4,0.1,1.0,
Jerricho Cotchery,23.0,NYJ,16.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.3,0.1,2.0,
Patrick Crayton,26.0,DAL,11.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,3.0,
Kevin Curtis,27.0,STL,16.0,9.0,1.0,5.0,1.0,1.0,100.0,5.0,5.0,0.3,0.1,2.0,
Koy Detmer,32.0,PHI,16.0,0.0,1.0,1.0,0.0,1.0,200.0,1.0,1.0,0.1,0.1,2.0,
Eddie Drummond,25.0,DET,12.0,0.0,1.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,-0.3,0.1,1.0,
Jay Fiedler,34.0,NYJ,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,1.0,
Doug Gabriel,25.0,OAK,14.0,2.0,1.0,5.0,0.0,0.0,100.0,5.0,5.0,0.4,0.1,0.0,
Ben Graham,32.0,NYJ,16.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,1.0,
Madison Hedgecock,24.0,STL,16.0,7.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,0.0,
Devery Henderson,23.0,NOR,15.0,3.0,1.0,9.0,0.0,0.0,100.0,9.0,9.0,0.6,0.1,0.0,
William Henderson,34.0,GNB,16.0,8.0,1.0,-5.0,0.0,0.0,0.0,-5.0,-5.0,-0.3,0.1,1.0,
Craig Hentrich,34.0,TEN,16.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,1.0,
Chris Hetherington,33.0,SFO,16.0,6.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.2,0.1,0.0,
Torry Holt,29.0,STL,14.0,14.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.1,0.1,2.0,PB
Darrell Jackson,27.0,SEA,6.0,6.0,1.0,7.0,0.0,0.0,100.0,7.0,7.0,1.2,0.2,0.0,
Bryan Johnson,27.0,CHI,7.0,6.0,1.0,5.0,0.0,0.0,100.0,5.0,5.0,0.7,0.1,0.0,
Bryant Johnson,24.0,ARI,14.0,4.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,0.0,
Keyshawn Johnson,33.0,DAL,16.0,14.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.2,0.1,3.0,
Brandon Jones,23.0,TEN,10.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,0.0,
Donnie Jones,25.0,MIA,16.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,0.0,
Shane Lechler,29.0,OAK,16.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.1,0.1,0.0,
Nick Luchey,28.0,CIN,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.3,0.0,
Brandon Manumaleuna,25.0,STL,14.0,14.0,1.0,2.0,0.0,1.0,100.0,2.0,2.0,0.1,0.1,2.0,
Rasheed Marshall,24.0,SFO,12.0,0.0,1.0,-7.0,0.0,0.0,0.0,-7.0,-7.0,-0.6,0.1,4.0,
Justin McCareins,27.0,NYJ,16.0,16.0,1.0,8.0,0.0,0.0,100.0,8.0,8.0,0.5,0.1,0.0,
Shaun McDonald,24.0,STL,16.0,2.0,1.0,7.0,0.0,1.0,100.0,7.0,7.0,0.4,0.1,1.0,
Terence Newman,27.0,DAL,16.0,16.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.3,0.1,3.0,
Kassim Osgood,25.0,SDG,12.0,3.0,1.0,4.0,0.0,0.0,100.0,4.0,4.0,0.3,0.1,0.0,
Terrell Owens,32.0,PHI,7.0,7.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.3,0.1,0.0,
Andrew Pinnock,25.0,SDG,12.0,0.0,1.0,4.0,0.0,1.0,100.0,4.0,4.0,0.3,0.1,0.0,
Willie Ponder,25.0,NYG,11.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.4,0.1,1.0,
Jerry Porter,27.0,OAK,16.0,14.0,1.0,-8.0,0.0,0.0,0.0,-8.0,-8.0,-0.5,0.1,1.0,
Peerless Price,29.0,DAL,7.0,1.0,1.0,9.0,0.0,0.0,100.0,9.0,9.0,1.3,0.1,0.0,
Ricky Proehl,37.0,CAR,16.0,0.0,1.0,-8.0,0.0,0.0,0.0,-8.0,-8.0,-0.5,0.1,0.0,
Josh Reed,25.0,BUF,16.0,6.0,1.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,-0.2,0.1,0.0,
Philip Rivers,24.0,SDG,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-0.5,0.5,2.0,
B.J. Sander,25.0,GNB,14.0,0.0,1.0,-11.0,0.0,0.0,0.0,-11.0,-11.0,-0.8,0.1,1.0,
Deion Sanders,38.0,BAL,16.0,4.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,1.0,
Cory Schlesinger,33.0,DET,11.0,8.0,1.0,1.0,0.0,1.0,100.0,1.0,1.0,0.1,0.1,0.0,
Mike Sellers,30.0,WAS,15.0,6.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,0.1,0.1,0.0,
Daimon Shelton,33.0,BUF,16.0,11.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,1.0,
Jonathan Smith,24.0,BUF,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,1.0,
Rod Smith,35.0,DEN,16.0,16.0,1.0,7.0,0.0,0.0,100.0,7.0,7.0,0.4,0.1,2.0,PB
Jerald Sowell,31.0,NYJ,16.0,14.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,0.1,0.1,1.0,
Chad Stanley,29.0,HOU,16.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,1.0,
James Thrash,30.0,WAS,12.0,2.0,1.0,8.0,0.0,0.0,100.0,8.0,8.0,0.7,0.1,1.0,
Scottie Vines,26.0,DET,13.0,11.0,1.0,7.0,0.0,0.0,100.0,7.0,7.0,0.5,0.1,0.0,
Billy Volek,29.0,TEN,6.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.5,0.2,3.0,
Bobby Wade,24.0,2TM,14.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,10.0,
Peter Warrick,28.0,SEA,13.0,5.0,1.0,5.0,0.0,0.0,100.0,5.0,5.0,0.4,0.1,0.0,
Wes Welker,24.0,MIA,16.0,1.0,1.0,5.0,0.0,0.0,100.0,5.0,5.0,0.3,0.1,5.0,
Jeff Wilkins,33.0,STL,16.0,0.0,1.0,-4.0,0.0,0.0,0.0,-4.0,-4.0,-0.3,0.1,0.0,
Cedrick Wilson,27.0,PIT,16.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,1.0,
Kris Wilson,24.0,KAN,14.0,1.0,1.0,6.0,0.0,0.0,100.0,6.0,6.0,0.4,0.1,0.0,
Dave Zastudil,27.0,BAL,16.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,1.0,
Sam Aiken,25.0,BUF,16.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Stephen Alexander,30.0,DEN,16.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Otis Amey,24.0,SFO,11.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Courtney Anderson,25.0,OAK,14.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Richard Angulo,25.0,MIN,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Derick Armstrong,26.0,HOU,13.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Tom Ashworth,28.0,NWE,14.0,11.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Billy Bajema,23.0,SFO,15.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Chris Baker,26.0,NYJ,8.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Alex Bannister,26.0,SEA,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Darian Barnes,25.0,MIA,9.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Kevin Barry,26.0,GNB,16.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Mike Bartrum,35.0,PHI,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,PB
Jarrod Baxter,26.0,ARI,8.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Fred Beasley,31.0,SFO,9.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Anthony Becht,28.0,TAM,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Adam Bergen,22.0,ARI,16.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Eddie Berlin,27.0,CHI,5.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Sean Berton,26.0,NYG,14.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Eric Beverly,31.0,ATL,16.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Dwayne Blakley,26.0,ATL,16.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Marc Boerigter,27.0,KAN,10.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Marty Booker,29.0,MIA,15.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
David Boston,27.0,MIA,5.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Mark Bradley,23.0,CHI,7.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Kyle Brady,33.0,JAX,16.0,14.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,
Deion Branch,26.0,NWE,16.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Troy Brown,34.0,NWE,13.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Isaac Bruce,33.0,STL,11.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Mark Bruener,33.0,HOU,16.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Joe Burns,26.0,BUF,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Plaxico Burress,28.0,NYG,16.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Steve Bush,31.0,SFO,15.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Tyrone Calico,25.0,TEN,12.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Dan Campbell,29.0,DAL,16.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Mark Campbell,30.0,BUF,14.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Dwayne Carswell,33.0,DEN,7.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Drew Carter,24.0,CAR,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Bam Childress,23.0,NWE,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Wayne Chrebet,32.0,NYJ,8.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Dallas Clark,26.0,IND,15.0,14.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Desmond Clark,28.0,CHI,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Cam Cleeland,30.0,STL,9.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Laveranues Coles,28.0,NYJ,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Ernie Conwell,33.0,NOR,8.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Jameel Cook,26.0,TAM,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Chris Cooley,23.0,WAS,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,
Terrance Copper,23.0,DAL,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Josh Cribbs,22.0,CLE,14.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,
Alge Crumpler,28.0,ATL,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,PB
Ronnie Cruz,24.0,KAN,14.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Ronald Curry,26.0,OAK,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Andre' Davis,26.0,NWE,9.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Todd Devoe,25.0,DEN,14.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Lorenzo Diamond,26.0,MIA,16.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Darnell Dinkins,28.0,BAL,16.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Joel Dreessen,23.0,NYJ,14.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Wesley Duke,24.0,DEN,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Jason Dunn,32.0,KAN,16.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Braylon Edwards,22.0,CLE,10.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Eric Edwards,25.0,ARI,16.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Marc Edwards,31.0,CHI,8.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Troy Edwards,28.0,DET,3.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Bobby Engram,32.0,SEA,13.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,
Tim Euhus,25.0,BUF,11.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Jeff Faine,24.0,CLE,14.0,14.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Jimmy Farris,27.0,WAS,4.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Christian Fauria,34.0,NWE,16.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Robert Ferguson,26.0,GNB,11.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Jim Finn,29.0,NYG,16.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Brian Finneran,29.0,ATL,16.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Casey Fitzsimmons,25.0,DET,14.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Troy Fleming,25.0,TEN,13.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Zeron Flemister,29.0,OAK,12.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Bryan Fletcher,26.0,IND,16.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
J.P. Foschi,23.0,OAK,10.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Bubba Franks,27.0,GNB,10.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Justin Gage,24.0,CHI,15.0,11.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Michael Gaines,25.0,CAR,11.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Rod Gardner,28.0,2TM,13.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Antonio Gates,25.0,SDG,15.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,"PB,AP-1"
Bryan Gilmore,27.0,MIA,15.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
John Gilmore,26.0,CHI,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Tony Gonzalez,29.0,KAN,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,PB
Daniel Graham,27.0,NWE,11.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Gregg Guenther,23.0,TEN,5.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
D.J. Hackett,24.0,SEA,13.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Az-Zahir Hakim,28.0,NOR,12.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Lamont Hall,31.0,NOR,16.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Cortez Hankton,24.0,JAX,6.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Karl Hankton,35.0,CAR,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Ryan Hannam,25.0,SEA,16.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Marvin Harrison,33.0,IND,15.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,"PB,AP-2"
Ben Hartsock,25.0,IND,7.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Todd Heap,25.0,BAL,16.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,
Steve Heiden,29.0,CLE,15.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Will Heller,24.0,MIA,7.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
John Henderson,26.0,JAX,16.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Chris Henry,22.0,CIN,14.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,
Ike Hilliard,29.0,TAM,16.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Zachary Hilton,25.0,NOR,15.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Alex Holmes,24.0,MIA,8.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Chris Horn,28.0,KAN,14.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Joe Horn,33.0,NOR,13.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,
Tory Humphrey,22.0,GNB,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Randy Hymes,26.0,BAL,16.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Paul Irons,22.0,CLE,2.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Frisman Jackson,26.0,CLE,12.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Nate Jackson,26.0,DEN,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Vincent Jackson,22.0,SDG,8.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Taylor Jacobs,24.0,WAS,15.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Michael Jenkins,23.0,ATL,14.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Brian Jennings,29.0,SFO,16.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Bethel Johnson,26.0,NWE,11.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Kevin Johnson,29.0,DET,6.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Patrick Johnson,29.0,BAL,6.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Robert Johnson,25.0,WAS,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Teyo Johnson,24.0,ARI,6.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Doug Jolley,26.0,NYJ,16.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Brian Jones,24.0,JAX,13.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Jamal Jones,24.0,GNB,2.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Terry Jones,26.0,SFO,7.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,
Joe Jurevicius,31.0,SEA,16.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
Reggie Kelly,28.0,CIN,15.0,14.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,
